"ngrams","freq","last"
"captors among political ",32,"insiders"
"hailed as a ",32,"best"
"indication of foul ",32,"play"
"navigate through their ",32,"inaugural"
"state registration application ",32,"by"
"reality the regular ",32,"season"
"one in five ",32,"households"
"erupted eight people ",32,"died"
"battle ground the ",32,"tigers"
"extremely intoxicated major ",32,"told"
"of a residents ",32,"home"
"president according to ",32,"the"
"“i’m sure it’ll ",32,"work"
"won the race ",32,"in"
"going to work ",32,"internationally"
"by voters last ",32,"year"
"the 200910 legislature ",32,"the"
"any singleseason output ",32,"boss"
"and powerful with ",32,"soapstone"
"already starting to ",32,"remember"
"watching them again ",32,"to"
"make this into ",32,"a"
"cast a halfway ",32,"decent"
"you for example ",32,"two"
"a routine fly ",32,"ball"
"determined that whistleblowers ",32,"deserve"
"product and mlb ",32,"likes"
"will flutter on ",32,"flagpoles"
"are heavily democratic ",32,"to"
"day is not ",32,"legally"
"writer brent snavely ",32,"contributed"
"day is a ",32,"good"
"and michael ray ",32,"wisely"
"rental numbers are ",32,"spurring"
"as his shirt ",32,"revealing"
"job putting this ",32,"together"
"through various cost ",32,"reduction"
"petra — a ",32,"little"
"brandon spikes all ",32,"preparing"
"saga of a ",32,"son"
"and sluggish economic ",32,"growth"
"terms with the ",32,"long"
"during peak periods ",32,"to"
"to reverse declining ",32,"consumption"
"community conveniently surfaced ",32,"as"
"arena rock band ",32,"is"
"father frank marangos ",32,"who"
"we have a ",32,"better"
"police headquarters on ",32,"monday"
"region and plans ",32,"to"
"the state several ",32,"years"
"moustakas on third ",32,"and"
"and songs that ",32,"are"
"marshall set the ",32,"accs"
"sweaters and wide ",32,"belts"
"light appetizers call ",32,"3306774400"
"18 percent of ",32,"triplets"
"about except to ",32,"say"
"performs with terence ",32,"blanchard"
"as the home ",32,"of"
"new generation a ",32,"cartel"
"or writing about ",32,"driving"
"knowing who might ",32,"be"
"solid evidence exists ",32,"that"
"disappointed when he ",32,"arrived"
"varies by type ",32,"of"
"insurance and medical ",32,"costs"
"alan hess said ",32,"the"
"or even a ",32,"violent"
"a committee at ",32,"second"
"donors are taking ",32,"to"
"one person who ",32,"hasnt"
"programs scramble at ",32,"the"
"the champion in ",32,"the"
"is scrawled on ",32,"the"
"vote on a ",32,"new"
"evenly split over ",32,"what"
"polls taken before ",32,"the"
"leaders teachers themselves ",32,"or"
"parents are wondering ",32,"if"
"greatest strength i ",32,"think"
"ic green which ",32,"is"
"ty wiggintons diving ",32,"stab"
"and kids items ",32,"but"
"four years do ",32,"or"
"for demolition of ",32,"additions"
"spring training one ",32,"more"
"a paternity test ",32,"showed"
"an exit poll ",32,"showed"
"its northern brother ",32,"than"
"sidelines the entire ",32,"game"
"talk radio outlets ",32,"the"
"caplinger said the ",32,"plan"
"individual firefighters who ",32,"have"
"restructuring will total ",32,"between"
"thats falling off ",32,"the"
"owning the rest ",32,"continental"
"akron cleveland the ",32,"state"
"didnt suffer any ",32,"nerve"
"“the green lantern” ",32,"next"
"fishing in areas ",32,"off"
"music venues artists ",32,"studios"
"downey and susanna ",32,"niermann"
"2008 more than ",32,"300"
"hill companies that ",32,"contributed"
"mei newcomer catherine ",32,"chan"
"janeiro and brasilia ",32,"it"
"understood that a ",32,"girl"
"particular fondness for ",32,"lambrusco"
"descalso fare as ",32,"an"
"unemployed americans have ",32,"been"
"move the university ",32,"forward"
"through his agent ",32,"andy"
"unlike gm which ",32,"said"
"more sign if ",32,"he"
"do about illegal ",32,"immigration"
"too early to ",32,"determine"
"a 34yard field ",32,"goal"
"do more duets ",32,"on"
"residents said that ",32,"emphasis"
"we were before ",32,"all"
"we may never ",32,"know"
"industrys decision to ",32,"back"
"in which ishmael ",32,"is"
"jennings freeway moniker ",32,"according"
"bath beyond inc ",32,"rose"
"cantine mederfil le ",32,"grotte"
"midtown arts district ",32,"a"
"was brought downcourt ",32,"and"
"hasten the trickledown ",32,"effect"
"shouted at giants ",32,"defensive"
"figure out what ",32,"is"
"still moved a ",32,"lot"
"cowher in 1992 ",32,"and"
"ohio and the ",32,"united"
"wasnt rescued by ",32,"the"
"the teacher understand ",32,"my"
"asked why the ",32,"new"
"20 feet over ",32,"a"
"with forkcrushed potatoes ",32,"16"
"onein10 people visiting ",32,"londons"
"a 15minute drive ",32,"from"
"yet another request ",32,"for"
"the holocaust to ",32,"young"
"out and fall ",32,"onto"
"a former st ",32,"george"
"season winner is ",32,"announced"
"found the animals ",32,"alive"
"the outcome” she ",32,"said"
"cathedral hall in ",32,"tremont"
"you more grief ",32,"sorrow"
"you dont even ",32,"realize"
"the pittsburgh steelers ",32,"but"
"democrats republicans and ",32,"independents"
"the task of ",32,"cracking"
"sic “uncle vinnie’’ ",32,"on"
"comes to a ",32,"campus"
"whose total grew ",32,"by"
"ethan and invited ",32,"him"
"6360 with 301 ",32,"on"
"intentions were good ",32,"not"
"involved there have ",32,"been"
"been good loe ",32,"said"
"portland house out ",32,"of"
"officials who are ",32,"investigating"
"staff members may ",32,"be"
"was stolen between ",32,"noon"
"the plan is ",32,"expected"
"hoynsie if the ",32,"indians"
"chest arms shoulder ",32,"and"
"jobless rate to ",32,"a"
"for both days ",32,"and"
"was our favorite ",32,"the"
"lowbudget subsidiary germanwings ",32,"were"
"just cant go ",32,"home"
"subsequent meetings before ",32,"you"
"signature legislation the ",32,"2010"
"a fourgoal fourth ",32,"quarter"
"could pay a ",32,"congestion"
"a sense the ",32,"story"
"rosso dolce at ",32,"trader"
"celtics regained control ",32,"with"
"by making it ",32,"expensive"
"it’s happening and �",32,"�"
"the miami heat �",32,"�"
"it has also ",32,"saved"
"us from mexico ",32,"and"
"had been walking ",32,"to"
"handel was really ",32,"a"
"time if the ",32,"other"
"scores tapping fingers ",32,"and"
"the place up ",32,"this"
"off unemployment benefits ",32,"with"
"we had to ",32,"fight"
"none of the ",32,"republicans"
"every other year ",32,"except"
"students entrepreneurs and ",32,"scientists"
"the affordable housing ",32,"piece"
"and grace star ",32,"and"
"fondness for lambrusco ",32,"the"
"red wine from ",32,"italy"
"the back bedroom ",32,"before"
"becoming aps president ",32,"while"
"the airport at ",32,"least"
"jacket to opening ",32,"up"
"endangered it also ",32,"sets"
"star anise and ",32,"pork"
"this time this ",32,"officially"
"best allaround player ",32,"in"
"the holiday season ",32,"into"
"soldiers in a ",32,"frontline"
"take out the ga",32,"garbage�"
"carpoolers singleoccupant vehicles ",32,"could"
"through a small ",32,"window"
"someones got to ",32,"bring"
"people in march ",32,"the"
"pm slot in ",32,"december"
"red dwarf stars ",32,"have"
"jacksonville doing brief ",32,"interviews"
"which started in ",32,"january"
"the olympics represent ",32,"the"
"office of immigration ",32,"statistics"
"8280 bunkum rd ",32,"11000"
"and accessories it ",32,"caters"
"courtroom as a ",32,"st"
"in a kind ",32,"of"
"avenue is in ",32,"the"
"surgery to repair ",32,"lacerated"
"with him on ",32,"marriage"
"casino operator steve ",32,"wynn"
"argue otherwise is ",32,"pretty"
"in the national ",32,"basketball"
"to take a ",32,"big"
"on his roommate ",32,"having"
"nfl draft scout ",32,"project"
"song had lied ",32,"on"
"on reputation and ",32,"capability"
"also put birds ",32,"to"
"years as a ",32,"trial"
"since 1994 when ",32,"cincinnati"
"its his natural ",32,"position"
"so are 18 ",32,"percent"
"enemy but it ",32,"will"
"surgery this minimally ",32,"invasive"
"brewer added 13 ",32,"points"
"in exchange for ",32,"moving"
"the common denominator ",32,"should"
"impressed with the ",32,"ghost"
"obamas health initiative ",32,"will"
"partys sprinklers causing ",32,"damage"
"dame at villanova ",32,"espnu"
"defense and it ",32,"has"
"own life touching ",32,"off"
"a plea bargain ",32,"the"
"the spice cabinet ",32,"some"
"triplets for women ",32,"pregnant"
"in the right ",32,"position"
"and more like ",32,"threequarters"
"fulltime in one ",32,"in"
"of sass fashion ",32,"and"
"state motor vehicle ",32,"commission"
"to be scheduling ",32,"games"
"a beacon of ",32,"urban"
"could get a ",32,"book"
"been 67 freshman ",32,"kevin"
"riff on twelfth ",32,"night"
"that did not ",32,"also"
"twilight filled with ",32,"shadow"
"lamarr woodley of ",32,"the"
"suspected driver identified ",32,"as"
"won the tip ",32,"the"
"of heirloom seed ",32,"specialist"
"“but this is ",32,"also"
"data tapped by ",32,"the"
"supports public schools ",32,"as"
"coveted fat envelope ",32,"is"
"ready to get ",32,"otas"
"participation what critics ",32,"call"
"are planned for ",32,"other"
"total staff members ",32,"came"
"strathisla home of ",32,"chivas"
"from putting on ",32,"a"
"the mound fracturing ",32,"his"
"21 million the ",32,"next"
"the current one ",32,"cant"
"we’re going to ",32,"get"
"newark pointed a ",32,"gun"
"green said senator ",32,"please"
"and approach the ",32,"dodge"
"people privatizing will ",32,"do"
"percent to 58305 ",32,"and"
"spanishspeaking staff and ",32,"culturally"
"tournament games after ",32,"breaking"
"�just follow me ",32,"on"
"55 for both ",32,"days"
"interested in learning ",32,"about"
"should be a ",32,"better"
"to the freethrow ",32,"line"
"added 163000 jobs ",32,"last"
"according to the ",32,"pew"
"a number of ",32,"issues"
"the three people ",32,"entering"
"taking care of ",32,"three"
"bullying and teen ",32,"suicide"
"in the realm ",32,"of"
"described kearbey as ",32,"the"
"antigay bullying and ",32,"teen"
"is easy on ",32,"the"
"the cruze against ",32,"the"
"and were never ",32,"told"
"on interstate 394 ",32,"and"
"court records after ",32,"adams"
"activity late sunday ",32,"as"
"across the county ",32,"have"
"position the position ",32,"isnt"
"1211 slipped by ",32,"the"
"armas in state ",32,"college"
"sheep which had ",32,"bonsaied"
"a frontline trauma ",32,"unit"
"the start of ",32,"summer"
"science on mind ",32,"games"
"gideon 29 described ",32,"the"
"with my team ",32,"and"
"and doctors visits ",32,"will"
"he is today ",32,"duncan"
"they cant hurt ",32,"except"
"screen a suitcase ",32,"or"
"property was stolen ",32,"between"
"rick and barbara ",32,"rankins"
"it takes more ",32,"than"
"which has a ",32,"39"
"washington us employment ",32,"rose"
"profit and a ",32,"loss"
"learn about each ",32,"others"
"the couscous prepare ",32,"the"
"director nicolas winding ",32,"refn"
"came from an ",32,"intensivecare"
"cranky so thats ",32,"my"
"other stuff too ",32,"but"
"wine and martini ",32,"aficionados"
"thank you enough ",32,"i"
"rep spencer bachus ",32,"chairman"
"handshake line — ",32,"and"
"then again the ",32,"bulls"
"ohio state center ",32,"for"
"even if millions ",32,"of"
"from the abandoned ",32,"house"
"oddnumbered year cant ",32,"bind"
"than eight people ",32,"now"
"running back latavius ",32,"murray"
"retried in january ",32,"2008"
"normal for a ",32,"rotation"
"the stretch of ",32,"nebraska"
"in the backyard ",32,"and"
"third elementary school ",32,"would"
"the nasdaq composite ",32,"dipped"
"dorothy and i ",32,"were"
"greens it is ",32,"located"
"new jersey about ",32,"2500"
"you have a ",32,"leader"
"put our address ",32,"in"
"me do you ",32,"have"
"my dad is ",32,"worried"
"arizona has fallen ",32,"by"
"warmer weather kicks ",32,"in"
"saturday cost 10 ",32,"including"
"testifies wednesday before ",32,"the"
"of that gofton ",32,"says"
"increase to help ",32,"close"
"an office of ",32,"women"
"title of the ",32,"worlds"
"bar is in ",32,"the"
"roster sits right ",32,"now"
"he did not ",32,"address"
"oss the precursor ",32,"of"
"40 by pangea ",32,"brands"
"williams who missed ",32,"springtraining"
"said thursday that ",32,"june"
"distribution its a ",32,"successful"
"environment” helped boost bofa’",32,"s"
"designed specifically for ",32,"sporting"
"good quality apples ",32,"and"
"mayor of hiding ",32,"his"
"to the media ",32,"since"
"in 1955 paying ",32,"the"
"taking to the ",32,"airwaves"
"band bad habit ",32,"and"
"other city in ",32,"search"
"to me ellington ",32,"responded"
"creek home at ",32,"the"
"i said �just ",32,"follow"
"board they all ",32,"felt"
"gpa nursing students ",32,"need"
"death of a ",32,"66yearold"
"to pieces and ",32,"it"
"nights this summer ",32,"activities"
"just take is ",32,"slow"
"goldsmith and jewelry ",32,"designer"
"at the legislature ",32,"we"
"been braking and ",32,"crashed"
"romania according to ",32,"us"
"be a dog ",32,"park"
"that gopro will ",32,"sell"
"kevin udo who ",32,"is"
"feed hens flaxseed ",32,"or"
"was also flagged ",32,"for"
"the crowd grew ",32,"to"
"aggravated battery he ",32,"was"
"painful journey replete ",32,"with"
"inc rose 18 ",32,"percent"
"fan friendliness it ",32,"hasnt"
"since 2008 smaller ",32,"community"
"from the current ",32,"average"
"for some national ",32,"talk"
"write wills and ",32,"trusts"
"prohibits lenders from ",32,"steering"
"and the founder ",32,"of"
"parks in front ",32,"of"
"pancake breakfast 711 ",32,"am"
"medicare if they ",32,"prefer"
"incorporated the company ",32,"with"
"of a new ",32,"economy"
"shortly after the ",32,"quake"
"of pbs stations ",32,"across"
"these politicians who ",32,"passed"
"attention and activism ",32,"are"
"of my friends ",32,"would"
"and so utterly ",32,"different"
"make but tiger ",32,"woods"
"with the giants ",32,"his"
"points at 6360 ",32,"with"
"lost control hit ",32,"a"
"up until the ",32,"last"
"particular repair job ",32,"got"
"up to create ",32,"the"
"she had never ",32,"been"
"sen les donovan ",32,"a"
"khaki pixley petra �",32,"�"
"lightened by dramatic ",32,"acidity"
"ball really good ",32,"parker"
"with steve brown ",32,"a"
"wrong to oversimplify ",32,"the"
"9 pm time ",32,"to"
